,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
1756,TXN_8245906,cake,1.0,3.0,3.0,digital wallet,unknown,2023-02-08
1757,TXN_9837568,salad,5.0,5.0,25.0,cash,in-store,2023-04-17
1758,TXN_9603263,cookie,5.0,1.0,5.0,cash,unknown,2023-05-02
1759,TXN_9425610,sandwich,3.0,4.0,12.0,cash,in-store,2023-01-08
1760,TXN_8092496,juice,4.0,3.0,12.0,unknown,in-store,2023-03-11
1762,TXN_9749333,cookie,5.0,1.0,5.0,cash,in-store,2023-02-27
1763,TXN_2771364,coffee,1.0,2.0,2.0,digital wallet,unknown,2023-01-23
1764,TXN_5180326,juice,4.0,3.0,12.0,unknown,unknown,2023-04-26
1765,TXN_7376092,cookie,4.0,1.0,4.0,cash,in-store,2023-11-07
1766,TXN_9279347,sandwich,5.0,4.0,20.0,credit card,unknown,2023-02-27
1767,TXN_8278982,smoothie,5.0,4.0,20.0,credit card,takeaway,2023-09-06
1768,TXN_7686476,coffee,3.0,2.0,6.0,digital wallet,takeaway,2023-01-03
1769,TXN_4283563,unknown,2.0,1.5,3.0,cash,unknown,2023-05-04
1770,TXN_1926278,cookie,1.0,1.0,1.0,credit card,unknown,2023-07-29
1771,TXN_3981000,tea,1.0,1.5,1.5,digital wallet,in-store,2023-05-24
1772,TXN_6167259,juice,2.0,3.0,6.0,digital wallet,unknown,2023-04-14
1773,TXN_7068653,cookie,2.0,1.0,2.0,cash,in-store,2023-06-05
1774,TXN_1572930,coffee,3.0,2.0,6.0,unknown,in-store,2023-07-17
1775,TXN_2788797,tea,2.0,1.5,3.0,unknown,unknown,2023-03-23
1776,TXN_4255767,juice,1.0,3.0,3.0,unknown,unknown,2023-05-25
1777,TXN_7367474,juice,5.0,3.0,15.0,digital wallet,takeaway,2023-01-01
1778,TXN_7551097,cake,2.0,3.0,6.0,digital wallet,unknown,2023-06-12
1779,TXN_1546695,coffee,5.0,2.0,10.0,unknown,takeaway,2023-03-06
1781,TXN_4567455,coffee,3.0,2.0,6.0,unknown,in-store,2023-02-01
1782,TXN_7958487,cookie,5.0,1.0,5.0,unknown,unknown,2023-01-20
1783,TXN_2864420,sandwich,1.0,4.0,4.0,unknown,unknown,2023-07-12
1784,TXN_1498343,salad,2.0,5.0,10.0,credit card,takeaway,2023-03-31
1785,TXN_3107619,cookie,2.0,1.0,2.0,digital wallet,takeaway,2023-05-31
1786,TXN_1923349,unknown,4.0,1.5,6.0,unknown,unknown,2023-07-06
1787,TXN_7380217,tea,1.0,1.5,1.5,digital wallet,unknown,2023-09-10
1788,TXN_3195132,salad,4.0,5.0,20.0,credit card,unknown,2023-08-26
1789,TXN_9001088,coffee,2.0,2.0,4.0,credit card,unknown,2023-08-19
1790,TXN_2101437,unknown,2.0,4.0,8.0,cash,in-store,2023-08-27
1791,TXN_7411993,cake,2.0,3.0,6.0,digital wallet,in-store,2023-02-11
1792,TXN_2879092,unknown,3.0,1.5,4.5,cash,unknown,2023-05-22
1793,TXN_8791641,tea,5.0,1.5,7.5,unknown,in-store,2023-01-25
1794,TXN_4679593,juice,1.0,3.0,3.0,cash,in-store,2023-01-10
1795,TXN_1907250,cookie,1.0,1.0,1.0,credit card,unknown,2023-11-15
1796,TXN_8504764,unknown,2.0,4.0,8.0,digital wallet,takeaway,2023-02-19
1797,TXN_1630051,smoothie,5.0,4.0,20.0,digital wallet,takeaway,2023-03-17
1798,TXN_2566258,cookie,4.0,1.0,4.0,cash,takeaway,2023-06-08
1799,TXN_5785600,salad,5.0,5.0,25.0,cash,in-store,2023-12-10
1800,TXN_4864206,cookie,5.0,1.0,5.0,cash,in-store,2023-03-18
1801,TXN_4360040,salad,1.0,5.0,5.0,credit card,unknown,2023-11-15
1802,TXN_9490163,salad,4.0,5.0,20.0,credit card,unknown,2023-02-23
1803,TXN_2640727,unknown,3.0,3.0,9.0,digital wallet,takeaway,2023-03-05
1804,TXN_9927061,cookie,2.0,1.0,2.0,unknown,unknown,2023-10-17
1805,TXN_5113993,coffee,1.0,2.0,2.0,credit card,takeaway,2023-02-10
1806,TXN_2192787,sandwich,5.0,4.0,20.0,cash,in-store,2023-01-01
1807,TXN_2127588,cake,4.0,3.0,12.0,cash,in-store,2023-07-17
1808,TXN_5284338,unknown,4.0,2.0,8.0,cash,takeaway,2023-03-30
1809,TXN_8108748,sandwich,1.0,4.0,4.0,cash,unknown,2023-06-19
1810,TXN_5538713,cookie,2.0,1.0,2.0,digital wallet,takeaway,2023-09-20
1811,TXN_5949811,tea,2.0,1.5,3.0,digital wallet,in-store,2023-02-21
1812,TXN_2565449,smoothie,3.0,4.0,12.0,credit card,in-store,2023-10-04
1813,TXN_7264039,cake,5.0,3.0,15.0,cash,unknown,2023-09-19
1814,TXN_9224501,salad,5.0,5.0,25.0,credit card,in-store,2023-12-08
1815,TXN_5767393,smoothie,3.0,4.0,12.0,digital wallet,in-store,2023-09-11
1816,TXN_2628024,smoothie,1.0,4.0,4.0,unknown,in-store,2023-05-02
1817,TXN_4638629,smoothie,4.0,4.0,16.0,credit card,unknown,2023-02-10
1818,TXN_9287133,cake,5.0,3.0,15.0,digital wallet,in-store,2023-04-20
1819,TXN_6223786,cake,5.0,3.0,15.0,cash,unknown,2023-07-05
1820,TXN_5460750,juice,3.0,3.0,9.0,credit card,unknown,2023-07-31
1821,TXN_6792445,cake,3.0,3.0,9.0,cash,unknown,2023-12-03
1822,TXN_2543138,sandwich,1.0,4.0,4.0,credit card,unknown,2023-05-20
1823,TXN_7134064,smoothie,5.0,4.0,20.0,credit card,takeaway,2023-04-04
1825,TXN_9201988,coffee,3.0,2.0,6.0,unknown,unknown,2023-05-14
1826,TXN_5486063,smoothie,3.0,4.0,12.0,cash,in-store,2023-05-21
1827,TXN_2285849,tea,2.0,1.5,3.0,credit card,takeaway,2023-09-10
1828,TXN_9577271,sandwich,5.0,4.0,20.0,cash,in-store,2023-09-30
1829,TXN_6568536,cake,1.0,3.0,3.0,cash,unknown,2023-12-29
1830,TXN_6802372,juice,3.0,3.0,9.0,unknown,in-store,2023-07-20
1831,TXN_2624121,tea,5.0,1.5,7.5,digital wallet,in-store,2023-01-28
1832,TXN_8994477,coffee,3.0,2.0,6.0,unknown,in-store,2023-04-19
1833,TXN_7868879,sandwich,4.0,4.0,16.0,cash,takeaway,2023-05-02
1834,TXN_8321225,unknown,4.0,1.5,6.0,credit card,takeaway,2023-08-20
1835,TXN_1439390,juice,4.0,3.0,12.0,unknown,in-store,2023-02-14
1836,TXN_9373436,salad,4.0,5.0,20.0,digital wallet,unknown,2023-04-06
1837,TXN_6243519,coffee,3.0,2.0,6.0,cash,takeaway,2023-03-03
1838,TXN_8668901,juice,2.0,3.0,6.0,credit card,takeaway,2023-06-30
1839,TXN_4903004,tea,4.0,1.5,6.0,digital wallet,in-store,2023-12-03
1840,TXN_2195218,cake,4.0,3.0,12.0,digital wallet,in-store,2023-09-10
1841,TXN_9678108,salad,3.0,5.0,15.0,unknown,takeaway,2023-10-10
1842,TXN_3206876,salad,4.0,5.0,20.0,unknown,in-store,2023-11-07
1843,TXN_3064922,unknown,2.0,5.0,10.0,cash,unknown,2023-11-12
1844,TXN_7362525,cake,5.0,3.0,15.0,cash,takeaway,2023-06-09
1845,TXN_2161341,salad,5.0,5.0,25.0,digital wallet,unknown,2023-03-12
1846,TXN_8753888,cookie,4.0,1.0,4.0,credit card,takeaway,2023-12-25
1847,TXN_3265596,tea,1.0,1.5,1.5,cash,unknown,2023-12-28
1848,TXN_2815691,juice,5.0,3.0,15.0,digital wallet,unknown,2023-02-06
1849,TXN_8956534,coffee,5.0,2.0,10.0,cash,takeaway,2023-06-05
1850,TXN_7957208,tea,1.0,1.5,1.5,digital wallet,takeaway,2023-04-14
1851,TXN_6851213,juice,1.0,3.0,3.0,digital wallet,unknown,2023-05-19
1852,TXN_7127903,coffee,5.0,2.0,10.0,unknown,in-store,2023-11-27
1853,TXN_7543722,cookie,3.0,1.0,3.0,digital wallet,unknown,2023-08-26
1854,TXN_7952680,unknown,1.0,5.0,5.0,unknown,unknown,2023-06-09
1855,TXN_8556062,sandwich,5.0,4.0,20.0,unknown,unknown,2023-08-07
1856,TXN_8429412,smoothie,4.0,4.0,16.0,unknown,unknown,2023-06-23
1857,TXN_3817784,salad,1.0,5.0,5.0,unknown,unknown,2023-11-25
1858,TXN_1749105,sandwich,5.0,4.0,20.0,cash,in-store,2023-10-17
1859,TXN_9731530,tea,4.0,1.5,6.0,credit card,unknown,2023-06-23
1860,TXN_1248266,salad,3.0,5.0,15.0,credit card,in-store,2023-10-14
1861,TXN_5400273,smoothie,4.0,4.0,16.0,credit card,unknown,2023-05-24
1862,TXN_2255634,salad,4.0,5.0,20.0,unknown,unknown,2023-04-09
1863,TXN_3312002,smoothie,4.0,4.0,16.0,digital wallet,unknown,2023-04-30
1864,TXN_5331122,salad,4.0,5.0,20.0,credit card,in-store,2023-09-26
1865,TXN_1227800,juice,3.0,3.0,9.0,cash,takeaway,2023-02-19
1866,TXN_1867836,juice,1.0,3.0,3.0,credit card,unknown,2023-03-21
1867,TXN_3051509,cookie,5.0,1.0,5.0,unknown,in-store,2023-03-07
1868,TXN_5108804,juice,1.0,3.0,3.0,digital wallet,in-store,2023-09-26
1869,TXN_2699583,sandwich,5.0,4.0,20.0,digital wallet,in-store,2023-07-26
1870,TXN_1622577,juice,1.0,3.0,3.0,cash,unknown,2023-03-14
1871,TXN_9508880,coffee,4.0,2.0,8.0,unknown,in-store,2023-10-26
1872,TXN_2156218,smoothie,2.0,4.0,8.0,digital wallet,in-store,2023-07-24
1873,TXN_8271025,juice,5.0,3.0,15.0,credit card,unknown,2023-03-09
1874,TXN_4894699,cookie,2.0,1.0,2.0,digital wallet,in-store,2023-02-20
1875,TXN_5427338,cake,2.0,3.0,6.0,digital wallet,in-store,2023-04-27
1876,TXN_8631468,cake,1.0,3.0,3.0,credit card,in-store,2023-10-10
1877,TXN_6315590,tea,5.0,1.5,7.5,unknown,in-store,2023-10-04
1878,TXN_7825457,cake,5.0,3.0,15.0,cash,unknown,2023-09-15
1880,TXN_2378096,tea,3.0,1.5,4.5,cash,takeaway,2023-09-22
1881,TXN_2627056,sandwich,4.0,4.0,16.0,digital wallet,unknown,2023-04-22
1882,TXN_5062280,smoothie,4.0,4.0,16.0,credit card,unknown,2023-07-05
1883,TXN_3620110,coffee,1.0,2.0,2.0,digital wallet,takeaway,2023-06-01
1884,TXN_7290923,salad,3.0,5.0,15.0,unknown,unknown,2023-02-09
1886,TXN_1005331,coffee,1.0,2.0,2.0,digital wallet,takeaway,2023-11-04
1887,TXN_1579182,juice,5.0,3.0,15.0,cash,in-store,2023-02-20
1888,TXN_7311097,coffee,5.0,2.0,10.0,unknown,in-store,2023-08-05
1890,TXN_4836614,unknown,4.0,1.5,6.0,digital wallet,unknown,2023-04-03
1891,TXN_7477271,tea,5.0,1.5,7.5,unknown,takeaway,2023-07-12
1892,TXN_6503052,juice,4.0,3.0,12.0,unknown,unknown,2023-04-21
1893,TXN_6471268,smoothie,5.0,4.0,20.0,digital wallet,unknown,2023-02-10
1895,TXN_6843517,sandwich,5.0,4.0,20.0,credit card,in-store,2023-01-02
1896,TXN_9370304,smoothie,4.0,4.0,16.0,unknown,takeaway,2023-09-01
1897,TXN_9298053,juice,5.0,3.0,15.0,cash,in-store,2023-06-29
1898,TXN_1446862,cake,3.0,3.0,9.0,unknown,takeaway,2023-09-26
1899,TXN_4987246,cookie,3.0,1.0,3.0,digital wallet,takeaway,2023-11-24
1900,TXN_6271219,sandwich,3.0,4.0,12.0,cash,unknown,2023-06-07
1901,TXN_2614545,tea,1.0,1.5,1.5,unknown,in-store,2023-08-10
1902,TXN_4917580,unknown,3.0,2.0,6.0,unknown,in-store,2023-03-08
1903,TXN_6236864,tea,2.0,1.5,3.0,digital wallet,in-store,2023-08-17
1904,TXN_7825648,coffee,1.0,2.0,2.0,unknown,takeaway,2023-05-18
1905,TXN_1853196,sandwich,1.0,4.0,4.0,credit card,unknown,2023-08-28
1906,TXN_7201361,smoothie,3.0,4.0,12.0,cash,in-store,2023-05-26
1907,TXN_6902481,juice,3.0,3.0,9.0,cash,unknown,2023-09-03
1908,TXN_4041845,juice,5.0,3.0,15.0,unknown,unknown,2023-12-01
1909,TXN_8861272,coffee,1.0,2.0,2.0,digital wallet,unknown,2023-03-27
1910,TXN_7527954,cake,4.0,3.0,12.0,unknown,unknown,2023-12-09
1911,TXN_2229365,sandwich,2.0,4.0,8.0,cash,in-store,2023-09-07
1912,TXN_5563675,tea,3.0,1.5,4.5,digital wallet,in-store,2023-01-01
1913,TXN_7416770,unknown,3.0,3.0,9.0,unknown,takeaway,2023-04-08
1915,TXN_8632098,salad,2.0,5.0,10.0,unknown,unknown,2023-01-06
1916,TXN_3520908,sandwich,3.0,4.0,12.0,digital wallet,unknown,2023-08-01
1917,TXN_7907499,juice,3.0,3.0,9.0,digital wallet,takeaway,2023-04-18
1918,TXN_8360073,cake,4.0,3.0,12.0,digital wallet,in-store,2023-06-15
1919,TXN_4840295,unknown,4.0,4.0,16.0,digital wallet,takeaway,2023-02-02
1920,TXN_4140167,coffee,2.0,2.0,4.0,cash,unknown,2023-06-29
1921,TXN_2690515,sandwich,2.0,4.0,8.0,cash,takeaway,2023-09-06
1922,TXN_2080682,coffee,3.0,2.0,6.0,credit card,in-store,2023-05-02
1923,TXN_8399341,tea,5.0,1.5,7.5,cash,unknown,2023-03-22
1924,TXN_5661891,salad,1.0,5.0,5.0,digital wallet,takeaway,2023-10-28
1925,TXN_3164212,smoothie,4.0,4.0,16.0,unknown,in-store,2023-11-14
1926,TXN_1834831,unknown,5.0,5.0,25.0,digital wallet,in-store,2023-02-16
1927,TXN_3360401,unknown,2.0,1.5,3.0,unknown,takeaway,2023-02-05
1928,TXN_6036520,coffee,5.0,2.0,10.0,cash,unknown,2023-09-15
1929,TXN_1582958,coffee,2.0,2.0,4.0,cash,unknown,2023-12-08
1930,TXN_9834415,cookie,2.0,1.0,2.0,credit card,in-store,2023-12-28
1931,TXN_7325430,coffee,2.0,2.0,4.0,cash,unknown,2023-04-17
1932,TXN_6440365,smoothie,2.0,4.0,8.0,cash,unknown,2023-05-14
1933,TXN_4002629,cake,5.0,3.0,15.0,credit card,in-store,2023-06-15
1934,TXN_4244830,coffee,5.0,2.0,10.0,unknown,in-store,2023-04-24
1935,TXN_2217038,tea,5.0,1.5,7.5,unknown,unknown,2023-06-12
1936,TXN_6259827,cake,2.0,3.0,6.0,credit card,takeaway,2023-06-14
1937,TXN_6551087,smoothie,1.0,4.0,4.0,credit card,unknown,2023-05-02
1938,TXN_1643039,cookie,3.0,1.0,3.0,unknown,unknown,2023-02-17
1939,TXN_3683787,tea,5.0,1.5,7.5,credit card,unknown,2023-09-16
1940,TXN_5765576,sandwich,5.0,4.0,20.0,unknown,in-store,2023-11-22
1941,TXN_4155134,cookie,1.0,1.0,1.0,unknown,takeaway,2023-05-07
1942,TXN_1795044,coffee,2.0,2.0,4.0,digital wallet,unknown,2023-08-15
1943,TXN_3328393,unknown,3.0,3.0,9.0,unknown,unknown,2023-04-16
1944,TXN_2399870,salad,4.0,5.0,20.0,unknown,unknown,2023-04-08
1945,TXN_8898121,tea,4.0,1.5,6.0,digital wallet,unknown,2023-03-26
1946,TXN_4735392,smoothie,3.0,4.0,12.0,credit card,takeaway,2023-04-04
1947,TXN_3244935,salad,5.0,5.0,25.0,unknown,takeaway,2023-11-24
1948,TXN_8410712,juice,5.0,3.0,15.0,digital wallet,takeaway,2023-10-23
1949,TXN_8997048,juice,1.0,3.0,3.0,unknown,in-store,2023-12-05
1950,TXN_6009395,sandwich,4.0,4.0,16.0,cash,in-store,2023-07-20
1951,TXN_3733753,sandwich,1.0,4.0,4.0,digital wallet,takeaway,2023-03-10
1952,TXN_4084548,salad,2.0,5.0,10.0,cash,in-store,2023-07-21
1953,TXN_7125945,cake,3.0,3.0,9.0,credit card,in-store,2023-01-30
1955,TXN_8103439,smoothie,1.0,4.0,4.0,unknown,takeaway,2023-11-30
1956,TXN_9474082,unknown,3.0,5.0,15.0,digital wallet,in-store,2023-03-22
1957,TXN_2623927,sandwich,2.0,4.0,8.0,unknown,unknown,2023-01-27
1958,TXN_8707598,juice,4.0,3.0,12.0,credit card,unknown,2023-10-22
1959,TXN_2810554,unknown,1.0,3.0,3.0,credit card,takeaway,2023-02-18
1960,TXN_5435751,sandwich,1.0,4.0,4.0,credit card,takeaway,2023-05-24
1961,TXN_9991468,juice,4.0,3.0,12.0,credit card,unknown,2023-11-30
1962,TXN_1339457,unknown,3.0,4.0,12.0,digital wallet,in-store,2023-05-23
1963,TXN_5186460,juice,3.0,3.0,9.0,credit card,unknown,2023-11-07
1964,TXN_8936782,juice,5.0,3.0,15.0,unknown,in-store,2023-04-01
1965,TXN_6885561,smoothie,3.0,4.0,12.0,digital wallet,takeaway,2023-06-24
1966,TXN_4089089,smoothie,5.0,4.0,20.0,unknown,unknown,2023-10-26
1967,TXN_6304285,cake,5.0,3.0,15.0,digital wallet,takeaway,2023-11-16
1968,TXN_7792996,salad,4.0,5.0,20.0,cash,unknown,2023-12-20
1969,TXN_3653328,cookie,4.0,1.0,4.0,digital wallet,in-store,2023-06-27
1970,TXN_3003876,cookie,3.0,1.0,3.0,cash,unknown,2023-08-27
1971,TXN_4015634,tea,2.0,1.5,3.0,unknown,unknown,2023-06-28
1972,TXN_8166394,juice,4.0,3.0,12.0,credit card,unknown,2023-12-22
1973,TXN_1270603,juice,4.0,3.0,12.0,credit card,takeaway,2023-12-03
1974,TXN_8837886,smoothie,3.0,4.0,12.0,unknown,unknown,2023-04-20
1975,TXN_1437275,coffee,3.0,2.0,6.0,credit card,unknown,2023-07-22
1976,TXN_5791605,smoothie,3.0,4.0,12.0,unknown,takeaway,2023-05-17
1977,TXN_5836079,coffee,1.0,2.0,2.0,digital wallet,unknown,2023-07-14
1978,TXN_2897115,unknown,3.0,2.0,6.0,digital wallet,in-store,2023-06-23
1979,TXN_8916613,salad,4.0,5.0,20.0,unknown,takeaway,2023-06-19
1980,TXN_9251292,tea,2.0,1.5,3.0,cash,unknown,2023-01-20
1981,TXN_9639025,coffee,5.0,2.0,10.0,unknown,unknown,2023-12-06
1982,TXN_7770253,coffee,5.0,2.0,10.0,digital wallet,takeaway,2023-01-06
1983,TXN_9196116,cake,2.0,3.0,6.0,unknown,in-store,2023-07-06
1984,TXN_5405799,coffee,3.0,2.0,6.0,cash,unknown,2023-08-13
1985,TXN_1701500,smoothie,1.0,4.0,4.0,unknown,takeaway,2023-01-05
1986,TXN_6669163,cookie,1.0,1.0,1.0,credit card,takeaway,2023-07-26
1987,TXN_9695128,cake,1.0,3.0,3.0,cash,in-store,2023-12-21
1988,TXN_8700156,tea,4.0,1.5,6.0,credit card,in-store,2023-12-25
1989,TXN_7192920,smoothie,4.0,4.0,16.0,digital wallet,unknown,2023-02-28
1990,TXN_1866816,juice,3.0,3.0,9.0,unknown,in-store,2023-08-21
1991,TXN_2423762,coffee,1.0,2.0,2.0,unknown,unknown,2023-08-12
1992,TXN_4007506,salad,1.0,5.0,5.0,unknown,unknown,2023-01-19
1993,TXN_4371760,smoothie,2.0,4.0,8.0,cash,in-store,2023-01-12
1994,TXN_4468830,smoothie,4.0,4.0,16.0,digital wallet,in-store,2023-11-10
1995,TXN_1908100,juice,2.0,3.0,6.0,unknown,in-store,2023-04-17
1996,TXN_3892344,cookie,2.0,1.0,2.0,unknown,unknown,2023-07-28
1997,TXN_3023841,tea,3.0,1.5,4.5,digital wallet,takeaway,2023-04-29
1998,TXN_8793244,cake,4.0,3.0,12.0,credit card,takeaway,2023-05-08
1999,TXN_5764993,salad,3.0,5.0,15.0,unknown,takeaway,2023-04-26
2001,TXN_2628941,smoothie,1.0,4.0,4.0,unknown,in-store,2023-12-27
2002,TXN_5206049,unknown,3.0,1.0,3.0,digital wallet,unknown,2023-06-24
2003,TXN_5448602,juice,3.0,3.0,9.0,credit card,in-store,2023-01-17
2004,TXN_1346517,coffee,1.0,2.0,2.0,digital wallet,takeaway,2023-03-20
2005,TXN_9277534,smoothie,2.0,4.0,8.0,credit card,in-store,2023-04-25
2006,TXN_4946991,cake,1.0,3.0,3.0,unknown,unknown,2023-04-17
2007,TXN_9663098,juice,2.0,3.0,6.0,cash,unknown,2023-06-10
2008,TXN_2492586,salad,3.0,5.0,15.0,cash,unknown,2023-05-17
2009,TXN_2450799,tea,5.0,1.5,7.5,unknown,unknown,2023-11-26
2010,TXN_6145837,cake,5.0,3.0,15.0,digital wallet,takeaway,2023-08-27
2011,TXN_3665727,cookie,1.0,1.0,1.0,unknown,in-store,2023-10-13
2012,TXN_5067056,sandwich,1.0,4.0,4.0,cash,in-store,2023-08-13
2013,TXN_8453110,smoothie,3.0,4.0,12.0,digital wallet,unknown,2023-06-24
2014,TXN_4954887,cookie,3.0,1.0,3.0,unknown,in-store,2023-06-11
2015,TXN_4449173,unknown,1.0,2.0,2.0,digital wallet,takeaway,2023-04-05
2016,TXN_6641409,unknown,5.0,4.0,20.0,digital wallet,unknown,2023-11-21
2017,TXN_6132959,salad,5.0,5.0,25.0,digital wallet,unknown,2023-07-01
2018,TXN_8626161,smoothie,3.0,4.0,12.0,digital wallet,in-store,2023-11-23
2019,TXN_7099050,salad,3.0,5.0,15.0,credit card,takeaway,2023-01-18
2020,TXN_8938663,coffee,1.0,2.0,2.0,digital wallet,unknown,2023-09-09
2021,TXN_5039624,cookie,4.0,1.0,4.0,unknown,takeaway,2023-04-27
2022,TXN_9565465,tea,3.0,1.5,4.5,credit card,in-store,2023-12-26
2023,TXN_6301600,juice,4.0,3.0,12.0,digital wallet,in-store,2023-02-28
2025,TXN_4784128,sandwich,3.0,4.0,12.0,cash,takeaway,2023-08-27
2026,TXN_5807634,sandwich,5.0,4.0,20.0,digital wallet,unknown,2023-05-23
2027,TXN_5560205,coffee,3.0,2.0,6.0,cash,in-store,2023-12-22
2028,TXN_2193092,juice,4.0,3.0,12.0,unknown,takeaway,2023-10-30
2030,TXN_1833277,tea,2.0,1.5,3.0,unknown,takeaway,2023-10-19
2032,TXN_6119798,salad,1.0,5.0,5.0,credit card,in-store,2023-09-19
2033,TXN_9793353,coffee,3.0,2.0,6.0,credit card,takeaway,2023-08-21
2034,TXN_5017895,salad,4.0,5.0,20.0,cash,unknown,2023-09-25
2035,TXN_4547995,cake,3.0,3.0,9.0,digital wallet,unknown,2023-11-30
2036,TXN_7032256,sandwich,5.0,4.0,20.0,credit card,unknown,2023-03-13
2037,TXN_2578309,smoothie,3.0,4.0,12.0,unknown,unknown,2023-05-05
2038,TXN_2064360,coffee,4.0,2.0,8.0,digital wallet,in-store,2023-08-30
2039,TXN_5508573,cake,1.0,3.0,3.0,unknown,takeaway,2023-12-17
2040,TXN_7125392,cookie,4.0,1.0,4.0,digital wallet,takeaway,2023-07-05
2041,TXN_2564219,salad,1.0,5.0,5.0,digital wallet,takeaway,2023-07-18
2042,TXN_1203954,sandwich,1.0,4.0,4.0,digital wallet,unknown,2023-08-12
2043,TXN_4671054,unknown,4.0,5.0,20.0,cash,unknown,2023-06-20
2044,TXN_4488222,tea,3.0,1.5,4.5,digital wallet,takeaway,2023-03-13
2045,TXN_3103967,juice,2.0,3.0,6.0,credit card,unknown,2023-11-12
2046,TXN_9853577,sandwich,2.0,4.0,8.0,credit card,in-store,2023-04-30
2047,TXN_4349597,juice,4.0,3.0,12.0,credit card,unknown,2023-08-21
2048,TXN_3353214,smoothie,5.0,4.0,20.0,credit card,unknown,2023-08-12
2049,TXN_7122708,sandwich,5.0,4.0,20.0,unknown,takeaway,2023-06-23
2050,TXN_8788437,coffee,1.0,2.0,2.0,unknown,unknown,2023-11-19
2051,TXN_1672443,coffee,1.0,2.0,2.0,credit card,takeaway,2023-10-03
2052,TXN_6277500,coffee,4.0,2.0,8.0,credit card,takeaway,2023-01-09
2053,TXN_6671827,salad,1.0,5.0,5.0,credit card,takeaway,2023-08-09
2054,TXN_4647042,sandwich,5.0,4.0,20.0,unknown,takeaway,2023-04-25
2055,TXN_1183212,juice,4.0,3.0,12.0,unknown,in-store,2023-06-30
2056,TXN_8426712,cookie,3.0,1.0,3.0,unknown,in-store,2023-05-22
2057,TXN_5894676,smoothie,5.0,4.0,20.0,credit card,takeaway,2023-06-17
2058,TXN_1411744,smoothie,4.0,4.0,16.0,credit card,takeaway,2023-09-17
2059,TXN_6610554,coffee,5.0,2.0,10.0,digital wallet,unknown,2023-10-28
2060,TXN_6169248,juice,5.0,3.0,15.0,credit card,unknown,2023-08-12
2061,TXN_1581997,salad,4.0,5.0,20.0,digital wallet,unknown,2023-08-26
2062,TXN_4868913,cake,4.0,3.0,12.0,cash,unknown,2023-06-30
2063,TXN_8277553,tea,3.0,1.5,4.5,cash,unknown,2023-09-26
2064,TXN_4030197,salad,3.0,5.0,15.0,credit card,takeaway,2023-03-05
2065,TXN_7276927,coffee,5.0,2.0,10.0,cash,takeaway,2023-07-06
2066,TXN_3912836,salad,1.0,5.0,5.0,credit card,in-store,2023-11-23
2067,TXN_3833729,smoothie,4.0,4.0,16.0,digital wallet,in-store,2023-11-13
2068,TXN_7054393,coffee,2.0,2.0,4.0,digital wallet,in-store,2023-05-30
2069,TXN_1395083,juice,1.0,3.0,3.0,cash,in-store,2023-07-08
2070,TXN_8784653,smoothie,1.0,4.0,4.0,cash,in-store,2023-09-12
2071,TXN_3943666,juice,4.0,3.0,12.0,unknown,takeaway,2023-03-15
2072,TXN_8308672,salad,2.0,5.0,10.0,digital wallet,takeaway,2023-01-01
2073,TXN_3190959,tea,2.0,1.5,3.0,credit card,takeaway,2023-12-16
2074,TXN_6199016,juice,1.0,3.0,3.0,digital wallet,unknown,2023-02-14
2075,TXN_9301279,smoothie,1.0,4.0,4.0,credit card,unknown,2023-05-27
2076,TXN_8900751,sandwich,1.0,4.0,4.0,unknown,takeaway,2023-01-30
2077,TXN_6542877,juice,1.0,3.0,3.0,unknown,in-store,2023-12-06
2078,TXN_5516804,sandwich,5.0,4.0,20.0,credit card,takeaway,2023-09-26
2079,TXN_6345733,coffee,1.0,2.0,2.0,unknown,in-store,2023-11-26
2080,TXN_5834491,tea,3.0,1.5,4.5,unknown,unknown,2023-08-13
2081,TXN_1667192,cake,4.0,3.0,12.0,unknown,takeaway,2023-07-17
2082,TXN_1454730,coffee,5.0,2.0,10.0,unknown,takeaway,2023-07-21
2083,TXN_3243832,cake,2.0,3.0,6.0,unknown,unknown,2023-08-10
2084,TXN_7501717,sandwich,1.0,4.0,4.0,credit card,unknown,2023-08-03
2085,TXN_1351151,smoothie,1.0,4.0,4.0,credit card,unknown,2023-10-03
2086,TXN_6117497,coffee,2.0,2.0,4.0,digital wallet,in-store,2023-02-13
2088,TXN_3818464,cake,2.0,3.0,6.0,cash,in-store,2023-03-02
2089,TXN_2093816,sandwich,3.0,4.0,12.0,cash,takeaway,2023-04-06
2090,TXN_7694020,cookie,2.0,1.0,2.0,digital wallet,takeaway,2023-08-06
2091,TXN_4215488,salad,5.0,5.0,25.0,unknown,in-store,2023-10-07
2092,TXN_5167425,juice,5.0,3.0,15.0,digital wallet,unknown,2023-08-04
2093,TXN_7075261,juice,1.0,3.0,3.0,unknown,unknown,2023-07-29
2094,TXN_2694724,sandwich,2.0,4.0,8.0,digital wallet,unknown,2023-06-26
2095,TXN_8285304,cookie,1.0,1.0,1.0,cash,unknown,2023-07-09
2096,TXN_7415686,sandwich,3.0,4.0,12.0,credit card,in-store,2023-04-13
2097,TXN_8877644,cookie,2.0,1.0,2.0,unknown,takeaway,2023-09-01
2098,TXN_7231548,smoothie,3.0,4.0,12.0,credit card,in-store,2023-11-06
